CAS Number,Chemical Name,Chemical Grade,Chemical Analysis,Test Method,Chemical Purity Mean Op,Chemical Purity Mean(%),Chemical Purity Min(%),Chemical Purity Max(%),Species Scientific Name,Species Common Name,Organism Lifestage,Organism Age Mean Op,Organism Age Mean,Organism Age Min Op,Organism Age Min,Organism Age Max Op,Organism Age Max,Age Units,Exposure Type,Media Type,Test Location,Number of Doses,Conc 1 Type (Standardized),Conc 1 Mean Op (Standardized),Conc 1 Mean (Standardized),Conc 1 Min Op (Standardized),Conc Min 1 (Standardized),Conc 1 Max Op (Standardized),Conc 1 Max (Standardized),Conc 1 Units (Standardized),Conc 2 Type (Standardized),Conc 2 Mean Op (Standardized),Conc 2 Mean (Standardized),Conc Min 2 (Standardized),Conc 2 Max (Standardized),Conc 2 Units (Standardized),Effect,Effect Measurement,Endpoint,Observed Duration Mean (Days),Observed Duration Units (Days),Chemical Formulation,Chemical DTXSID,DOI,Study Type,Test Type,Result Sample Unit,BCF 1 Unit,BCF 2 Unit,Result Comment,General Comments,Author,Reference Number,Title,Source,Publication Year,Citation,log_LC50
563804,3-Methyl-2-butanone,,Measured,Not coded,,98.0,,,Pimephales promelas,Fathead Minnow,,,30.0,,,,,Day(s),Flow-through,Fresh water,Lab,,Active ingredient,,864.0,,813.0,,918.0,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Pure,DTXSID0022062,,,,,--,, Compound was found in the control tanks after the first day of the test - possibly due to its volatility.  Affected fish stopped NAhooling and lost equilibrium prior to death. ,   Compound was found in the control tanks after the first day of the test - possibly due to its volatility.  Affected fish stopped NAhooling and lost equilibrium prior to death. ,"Brooke,L.T., D.J. Call, D.L. Geiger, and C.E. Northcott",12448,"Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Vol. 1","Center for Lake Superior Environmental Studies, University of Wisconsin-Superior, Superior, WI:414 p.",1984,"Brooke,L.T., D.J. Call, D.L. Geiger, and C.E. Northcott (1984). Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Vol. 1. Center for Lake Superior Environmental Studies, University of Wisconsin-Superior, Superior, WI, 414 p. ECOREF#:12448",2.936513742478893
569642,"N-[4-[[4-(Dimethylamino)phenyl]phenylmethylene]-2,5-cyclohexadien-1-ylidene]-N-methylmethanaminium chloride (1:1)",,Unmeasured,Not coded,,15.0,,,Pimephales promelas,Fathead Minnow,,,,,,,,,Static,Fresh water,Lab,,Formulation,,0.12,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Active ingredient,DTXSID1025512,,,,,--,, CONTR/<= 10 % MORT// USED STANDARD METHODS// AERATED FOR 5 MINUTES AT 48 H// TREATED WITH TETRACYCLINE TWICE// ,   CONTR/<= 10 % MORT// USED STANDARD METHODS// AERATED FOR 5 MINUTES AT 48 H// TREATED WITH TETRACYCLINE TWICE// ,"Little,L.W., and J.C. Lamb III",6969,"Acute Toxicity of 46 Selected Dyes to the Fathead Minnow, Pimephales promelas","Dyes and the Environment - Reports on Selected Dyes and Their Effects, American Dye Manufacturers Institute:123 p.",1973,"Little,L.W., and J.C. Lamb III (1973). Acute Toxicity of 46 Selected Dyes to the Fathead Minnow, Pimephales promelas. Dyes and the Environment - Reports on Selected Dyes and Their Effects, American Dye Manufacturers Institute, 123 p. ECOREF#:6969",-0.9208187539523752
569642,"N-[4-[[4-(Dimethylamino)phenyl]phenylmethylene]-2,5-cyclohexadien-1-ylidene]-N-methylmethanaminium chloride (1:1)",,Unmeasured,Not coded,,,,,Pimephales promelas,Fathead Minnow,,,,,,,,,Static,Fresh water,Lab,,Formulation,,0.12,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID1025512,,,,,--,," AERATION 5 MINUTES AFTER 48 H OF TESTING// CONTR/<= 10 % MORT, FOLLOWED STANDARD METHODS// ","   AERATION 5 MINUTES AFTER 48 H OF TESTING// CONTR/<= 10 % MORT, FOLLOWED STANDARD METHODS// ","Little,L.W., J.C. Lamb III, M.A. Chillingworth, and W.B. Durkin",5789,Acute Toxicity of Selected Commercial Dyes to the Fathead Minnow and Evaluation of Biological Treatment for Reduction of Toxicity,"In: Proceedings of the 29th Industrial Waste Conference, Lafayette, IN:524-534",1974,"Little,L.W., J.C. Lamb III, M.A. Chillingworth, and W.B. Durkin (1974). Acute Toxicity of Selected Commercial Dyes to the Fathead Minnow and Evaluation of Biological Treatment for Reduction of Toxicity. In: Proceedings of the 29th Industrial Waste Conference, Lafayette, IN, 524-534. ECOREF#:5789",-0.9208187539523752
570241,2-Methyl-6-nitrobenzenamine,,Unmeasured,Not coded,,,95.0,99.0,Pimephales promelas,Fathead Minnow,Juvenile,,,,,,,,Static,Fresh water,Lab,,Active ingredient,,24.3,,16.1,,32.2,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Pure,DTXSID7025631,,,,,--,, UNFED// ,   UNFED// ,"Bailey,H.C., and R.J. Spanggord",10141,The Relationship Between the Toxicity and Structure of Nitroaromatic Chemicals,ASTM Spec. Tech. Publ.:98-107,1983,"Bailey,H.C., and R.J. Spanggord (1983). The Relationship Between the Toxicity and Structure of Nitroaromatic Chemicals. ASTM Spec. Tech. Publ., 98-107. ECOREF#:10141",1.3856062735983121
573568,"2,6-Dinitrophenol",,Measured,Not coded,>=,95.0,,,Pimephales promelas,Fathead Minnow,Juvenile,,,,26.0,,34.0,Day(s),Flow-through,Fresh water,Lab,,Active ingredient,,39.7,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Pure,DTXSID5022063,10.1002/etc.5620140920,,,,--,,,,"Broderius,S.J., M.D. Kahl, and M.D. Hoglund",15031,Use of Joint Toxic Response to Define the Primary Mode of Toxic Action for Diverse Industrial Organic Chemicals,Environ. Toxicol. Chem.14(9): 1591-1605,1995,"Broderius,S.J., M.D. Kahl, and M.D. Hoglund (1995). Use of Joint Toxic Response to Define the Primary Mode of Toxic Action for Diverse Industrial Organic Chemicals. Environ. Toxicol. Chem., 14, (9), 1591-1605. doi:10.1002/etc.5620140920. ECOREF#:15031",1.5987905067631152
573568,"2,6-Dinitrophenol",,Measured,Not coded,,80.0,,,Pimephales promelas,Fathead Minnow,,,29.0,,,,,Day(s),Flow-through,Fresh water,Lab,,Active ingredient,,39.7,,35.5,,44.4,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Pure,DTXSID5022063,,,,,--,," Affected fish lost schooling behavior, were hyperactive and overreactive to external stimuli and lost equilibrium prior to death.  NaOH was added to the stock solution to increase the solubility rate of the chemical.  The pH of the stock ","   Affected fish lost schooling behavior, were hyperactive and overreactive to external stimuli and lost equilibrium prior to death.  NaOH was added to the stock solution to increase the solubility rate of the chemical.  The pH of the stock ","Geiger,D.L., L.T. Brooke, and D.J. Call",3217,"Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Volume V","Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI:332 p.",1990,"Geiger,D.L., L.T. Brooke, and D.J. Call (1990). Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Volume V. Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI, 332 p. ECOREF#:3217",1.5987905067631152
576261,"2,6-Dimethylphenol",,Measured,Not coded,,,,,Pimephales promelas,Fathead Minnow,,,,,30.0,,35.0,Day(s),Flow-through,Fresh water,Lab,,Active ingredient,>,27.0,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID9024063,10.1007/BF01622141,,,,--,, CONTR/FOLLOWED EPA STANDARD METHODS// NAOH ADDED TO STOCK BOTTLE// ,   CONTR/FOLLOWED EPA STANDARD METHODS// NAOH ADDED TO STOCK BOTTLE// ,"Phipps,G.L., G.W. Holcombe, and J.T. Fiandt",2189,Acute Toxicity of Phenol and Substituted Phenols to the Fathead Minnow,Bull. Environ. Contam. Toxicol.26(5): 585-593,1981,"Phipps,G.L., G.W. Holcombe, and J.T. Fiandt (1981). Acute Toxicity of Phenol and Substituted Phenols to the Fathead Minnow. Bull. Environ. Contam. Toxicol., 26, (5), 585-593. doi:10.1007/BF01622141. ECOREF#:2189",1.4313637641589874
578461,5-Methyl-2-nitrobenzenamine,,Unmeasured,Not coded,,,,,Pimephales promelas,Fathead Minnow,Juvenile,,,,,,,,Static,Fresh water,Lab,,Formulation,,25.5,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID2025634,,,,,--,,,,"Pearson,J.G., J.P. Glennon, J.J. Barkley, and J.W. Highfill",5087,An Approach to the Toxicological Evaluation of a Complex Industrial Wastewater,ASTM Spec. Tech. Publ.:284-301,1979,"Pearson,J.G., J.P. Glennon, J.J. Barkley, and J.W. Highfill (1979). An Approach to the Toxicological Evaluation of a Complex Industrial Wastewater. ASTM Spec. Tech. Publ., 284-301. ECOREF#:5087",1.4065401804339552
578461,5-Methyl-2-nitrobenzenamine,,Unmeasured,Not coded,,,95.0,99.0,Pimephales promelas,Fathead Minnow,Juvenile,,,,,,,,Static,Fresh water,Lab,,Active ingredient,,24.2,,21.8,,27.4,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Pure,DTXSID2025634,,,,,--,, UNFED// ,   UNFED// ,"Bailey,H.C., and R.J. Spanggord",10141,The Relationship Between the Toxicity and Structure of Nitroaromatic Chemicals,ASTM Spec. Tech. Publ.:98-107,1983,"Bailey,H.C., and R.J. Spanggord (1983). The Relationship Between the Toxicity and Structure of Nitroaromatic Chemicals. ASTM Spec. Tech. Publ., 98-107. ECOREF#:10141",1.3838153659804313
583539,"1,2-Dibromobenzene",,Measured,Not coded,,98.0,,,Pimephales promelas,Fathead Minnow,,,33.0,,,,,Day(s),Flow-through,Fresh water,Lab,,Active ingredient,,4.05,,3.35,,4.89,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Pure,DTXSID0022064,,,,,--,," Dilution factor: 0%, 20%, 40%, 60%, 80% and 100% of the stock solution.  Behavioral observations were not recorded. NA  ","   Dilution factor: 0%, 20%, 40%, 60%, 80% and 100% of the stock solution.  Behavioral observations were not recorded. NA  ","Geiger,D.L., D.J. Call, and L.T. Brooke",12859,Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas) Volume IV,"Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI4:355 p.",1988,"Geiger,D.L., D.J. Call, and L.T. Brooke (1988). Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas) Volume IV. Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI, 4, 355 p. ECOREF#:12859",0.6074550232146685
583539,"1,2-Dibromobenzene",,Measured,Organization for Economic Cooperation and Development,>,98.0,,,Pimephales promelas,Fathead Minnow,,,3.0,,,,,Month(s),Renewal,Fresh water,Lab,6,Active ingredient,,4.10476092,,3.32627178,,5.04838412,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID0022064,10.1897/1552-8618(1993)12[1117:TOHBIF]2.0.CO;2,,Acute,,--,,,TMETH/OECD 1981 TEST 203//MEDIA/WATER//   ,"Sijm,D.T.H.M., M. Schipper, and A. Opperhuizen",7257,Toxicokinetics of Halogenated Benzenes in Fish: Lethal Body Burden as a Toxicological End Point,Environ. Toxicol. Chem.12:1117-1127,1993,"Sijm,D.T.H.M., M. Schipper, and A. Opperhuizen (1993). Toxicokinetics of Halogenated Benzenes in Fish: Lethal Body Burden as a Toxicological End Point. Environ. Toxicol. Chem., 12, 1117-1127. doi:10.1897/1552-8618(1993)12[1117:TOHBIF]2.0.CO;2. ECOREF#:7257",0.6132878669004111
584087,"Carbonic acid, Dipotassium salt","Reagent Grade, Purissium, Purum, Puriss, Puris, Reinst",Unmeasured,Not coded,,,,,Pimephales promelas,Fathead Minnow,,,,,1.0,,7.0,Day(s),Static,Fresh water,Lab,,Total,<,510.0,<,310.0,,750.0,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID2036245,10.1002/etc.5620161005,,,,--,, HARD/MODERATELYHARD//,   HARD/MODERATELYHARD//,"Mount,D.R., D.D. Gulley, J.R. Hockett, T.D. Garrison, and J.M. Evans",18272,"Statistical Models to Predict the Toxicity of Major Ions to Ceriodaphnia dubia, Daphnia magna and Pimephales promelas (Fathead Minnows)",Environ. Toxicol. Chem.16(10): 2009-2019,1997,"Mount,D.R., D.D. Gulley, J.R. Hockett, T.D. Garrison, and J.M. Evans (1997). Statistical Models to Predict the Toxicity of Major Ions to Ceriodaphnia dubia, Daphnia magna and Pimephales promelas (Fathead Minnows). Environ. Toxicol. Chem., 16, (10), 2009-2019. doi:10.1002/etc.5620161005. ECOREF#:18272",2.7075701760979363
584792,"2,2-Dimethyl-3-(2-methyl-1-propenyl)cyclopropanecarboxylic acid 2-methyl-4-oxo-3-(2-propenyl)-2-cyclopenten-1-yl ester",,Not reported,Not coded,,90.0,,,Pimephales promelas,Fathead Minnow,,,,,,,,,Flow-through,Fresh water,Lab,,Active ingredient,,0.048,,0.0349,,0.066,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Pure,DTXSID8035180,,,,,--,,,,"Mayer,F.L.,Jr., and M.R. Ellersieck",6797,Manual of Acute Toxicity: Interpretation and Data Base for 410 Chemicals and 66 Species of Freshwater Animals,"USDI Fish and Wildlife Service, Publication No.160, Washington, DC:505 p.",1986,"Mayer,F.L.,Jr., and M.R. Ellersieck (1986). Manual of Acute Toxicity: Interpretation and Data Base for 410 Chemicals and 66 Species of Freshwater Animals. USDI Fish and Wildlife Service, Publication No.160, Washington, DC, 505 p. ECOREF#:6797",-1.3187587626244128
584792,"2,2-Dimethyl-3-(2-methyl-1-propenyl)cyclopropanecarboxylic acid 2-methyl-4-oxo-3-(2-propenyl)-2-cyclopenten-1-yl ester",,Not reported,Not coded,,98.0,,,Pimephales promelas,Fathead Minnow,,,,,,,,,Flow-through,Fresh water,Lab,,Active ingredient,,0.053,,0.0358,,0.0783,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Pure,DTXSID8035180,,,,,--,,,,"Mayer,F.L.,Jr., and M.R. Ellersieck",6797,Manual of Acute Toxicity: Interpretation and Data Base for 410 Chemicals and 66 Species of Freshwater Animals,"USDI Fish and Wildlife Service, Publication No.160, Washington, DC:505 p.",1986,"Mayer,F.L.,Jr., and M.R. Ellersieck (1986). Manual of Acute Toxicity: Interpretation and Data Base for 410 Chemicals and 66 Species of Freshwater Animals. USDI Fish and Wildlife Service, Publication No.160, Washington, DC, 505 p. ECOREF#:6797",-1.275724130399211
584792,"2,2-Dimethyl-3-(2-methyl-1-propenyl)cyclopropanecarboxylic acid 2-methyl-4-oxo-3-(2-propenyl)-2-cyclopenten-1-yl ester",,Not reported,Not coded,,98.0,,,Pimephales promelas,Fathead Minnow,,,,,,,,,Static,Fresh water,Lab,,Active ingredient,,0.08,,0.0659,,0.0971,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Pure,DTXSID8035180,,,,,--,,,,"Mayer,F.L.,Jr., and M.R. Ellersieck",6797,Manual of Acute Toxicity: Interpretation and Data Base for 410 Chemicals and 66 Species of Freshwater Animals,"USDI Fish and Wildlife Service, Publication No.160, Washington, DC:505 p.",1986,"Mayer,F.L.,Jr., and M.R. Ellersieck (1986). Manual of Acute Toxicity: Interpretation and Data Base for 410 Chemicals and 66 Species of Freshwater Animals. USDI Fish and Wildlife Service, Publication No.160, Washington, DC, 505 p. ECOREF#:6797",-1.0969100130080565
584792,"2,2-Dimethyl-3-(2-methyl-1-propenyl)cyclopropanecarboxylic acid 2-methyl-4-oxo-3-(2-propenyl)-2-cyclopenten-1-yl ester",,Not reported,Not coded,,90.0,,,Pimephales promelas,Fathead Minnow,,,,,,,,,Flow-through,Fresh water,Lab,,Active ingredient,,0.069,,0.0538,,0.0884,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Pure,DTXSID8035180,,,,,--,,,,"Mayer,F.L.,Jr., and M.R. Ellersieck",6797,Manual of Acute Toxicity: Interpretation and Data Base for 410 Chemicals and 66 Species of Freshwater Animals,"USDI Fish and Wildlife Service, Publication No.160, Washington, DC:505 p.",1986,"Mayer,F.L.,Jr., and M.R. Ellersieck (1986). Manual of Acute Toxicity: Interpretation and Data Base for 410 Chemicals and 66 Species of Freshwater Animals. USDI Fish and Wildlife Service, Publication No.160, Washington, DC, 505 p. ECOREF#:6797",-1.1611509092627446
584849,"2,4-Diisocyanate-1-methylbenzene",,Chemical analysis reported,United States Environmental Protection Agency,,,,,Pimephales promelas,Fathead Minnow,,,,,,,,,Static,Fresh water,Lab,,Active ingredient,,164.5,,108.8,,240.4,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID7026156,10.1016/0043-1354(79)90084-8,,Acute,,--,,,"SOURCE/FROM THE EPA NEWTOWN FISH TOXICOLOGY STATION, CINCINNATI, OHIO//TMETH/EPA-660-3-75-009//MEDIA/UNAERATED RECONSTITUTED SOFT WATER//   ","Curtis,M.W., T.L. Copeland, and C.H. Ward",875,Acute Toxicity of 12 Industrial Chemicals to Freshwater and Saltwater Organisms,Water Res.13(2): 137-141,1979,"Curtis,M.W., T.L. Copeland, and C.H. Ward (1979). Acute Toxicity of 12 Industrial Chemicals to Freshwater and Saltwater Organisms. Water Res., 13, (2), 137-141. doi:10.1016/0043-1354(79)90084-8. ECOREF#:875",2.216165902285993
584849,"2,4-Diisocyanate-1-methylbenzene",,Measured,Not coded,,,,,Pimephales promelas,Fathead Minnow,,,,,,,,,Static,Fresh water,Lab,,Active ingredient,,164.5,,108.8,,240.4,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID7026156,,,,,--,, O EFCT CONT/AMMONIUM TRISULFIDE// CONTR/FOLLOWED STD METHODS//CONC/NOM CONC// ,"CONTR/C,V//   O EFCT CONT/AMMONIUM TRISULFIDE// CONTR/FOLLOWED STD METHODS//CONC/NOM CONC// ","Curtis,M.W., T.L. Copeland, and C.H. Ward",5735,Aquatic Toxicity of Substances Proposed for Spill Prevention Regulation,"In: Proc. Natl. Conf. Control of Hazardous Material Spills, Miami Beach, FL:99-103",1978,"Curtis,M.W., T.L. Copeland, and C.H. Ward (1978). Aquatic Toxicity of Substances Proposed for Spill Prevention Regulation. In: Proc. Natl. Conf. Control of Hazardous Material Spills, Miami Beach, FL, 99-103. ECOREF#:5735",2.216165902285993
586629,1-Methyl-4-(1-methylethylidene)-cyclohexene,,Measured,American Society for Testing and Materials,,,,,Pimephales promelas,Fathead Minnow,Juvenile,,30.0,,,,,Day(s),Flow-through,Fresh water,Lab,6,Active ingredient,,1.21,,1.11,,1.33,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID0027222,,,Acute,,--,,,,"Broderius,S., D. Hammermeister, C. Russom, D. Barnidge, D. Brooke, G. Elonen, M. Hoglund, M. Kahl, G. Mielke, and J. Th",97161,"Toxicity of Eight Terpenes to Fathead Minnows (Pimephales promelas), Daphnids (Daphnia magna), and Algae (Selanastrum capricornutum).","Manuscript: ASCI Corporation and the U.S.EPA Environmental Research Laboratory-Duluth, MN:57 p.",1990,"Broderius,S., D. Hammermeister, C. Russom, D. Barnidge, D. Brooke, G. Elonen, M. Hoglund, M. Kahl, G. Mielke, and J. Th (1990). Toxicity of Eight Terpenes to Fathead Minnows (Pimephales promelas), Daphnids (Daphnia magna), and Algae (Selanastrum capricornutum).. Manuscript: ASCI Corporation and the U.S.EPA Environmental Research Laboratory-Duluth, MN, 57 p. ECOREF#:97161",0.08278537031645007
589093,N-2-Propen-1-ylbenzenamine,,Measured,Not coded,,95.0,,,Pimephales promelas,Fathead Minnow,,,33.0,,,,,Day(s),Flow-through,Fresh water,Lab,,Active ingredient,,35.9,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Pure,DTXSID5022065,,,,,--,, Affected fish stopped schooling and lost equilibrium priorNR to death. NA ,   Affected fish stopped schooling and lost equilibrium priorNR to death. NA ,"Brooke,L.T., D.J. Call, D.L. Geiger, and C.E. Northcott",12448,"Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Vol. 1","Center for Lake Superior Environmental Studies, University of Wisconsin-Superior, Superior, WI:414 p.",1984,"Brooke,L.T., D.J. Call, D.L. Geiger, and C.E. Northcott (1984). Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Vol. 1. Center for Lake Superior Environmental Studies, University of Wisconsin-Superior, Superior, WI, 414 p. ECOREF#:12448",1.5550944485783191
589162,4-Ethylaniline,,Measured,Not coded,>=,95.0,,,Pimephales promelas,Fathead Minnow,Juvenile,,,,26.0,,34.0,Day(s),Flow-through,Fresh water,Lab,,Active ingredient,,73.0,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),Pure,DTXSID0022066,10.1002/etc.5620140920,,,,--,,,,"Broderius,S.J., M.D. Kahl, and M.D. Hoglund",15031,Use of Joint Toxic Response to Define the Primary Mode of Toxic Action for Diverse Industrial Organic Chemicals,Environ. Toxicol. Chem.14(9): 1591-1605,1995,"Broderius,S.J., M.D. Kahl, and M.D. Hoglund (1995). Use of Joint Toxic Response to Define the Primary Mode of Toxic Action for Diverse Industrial Organic Chemicals. Environ. Toxicol. Chem., 14, (9), 1591-1605. doi:10.1002/etc.5620140920. ECOREF#:15031",1.863322860120456
589162,4-Ethylaniline,,Measured,Not reported,>,99.0,,,Pimephales promelas,Fathead Minnow,,,32.0,,,,,Day(s),Flow-through,Fresh water,Lab,,Active ingredient,,73.0,,65.8,,81.1,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID0022066,,,Acute,,--,,,SOURCE/FROM US EPA ENVIRONMENTAL RESEARCH LABORATORY-DULUTH AND THE UNIVERSITY OF WISCONSIN-SUPERIOR CAMPUS//MEDIA/LAKE SUPERIOR WATER OR DECHLORINATED WATER//   ,"Geiger,D.L., S.H. Poirier, L.T. Brooke, and D.J. Call",12858,Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas) Volume III,"Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI:328 p.",1986,"Geiger,D.L., S.H. Poirier, L.T. Brooke, and D.J. Call (1986). Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas) Volume III. Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI, 328 p. ECOREF#:12858",1.863322860120456
590863,3-Methylbutanal,,Measured,Not reported,,97.3,,,Pimephales promelas,Fathead Minnow,,,30.0,,,,,Day(s),Flow-through,Fresh water,Lab,,Active ingredient,,3.25,,2.98,,3.54,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID1021619,,,Acute,,--,,,SOURCE/US EPA ENVIRONMENTAL RESEARCH LABORATORY DULUTH AND THE UNIVERSITY OF WISCONSIN SUPERIOR//MEDIA/FILTERED LAKE SUPERIOR WATER OR DECHLORINATED CITY OF SUPERIOR WISCONSIN WATER//   ,"Geiger,D.L., C.E. Northcott, D.J. Call, and L.T. Brooke",12447,"Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Volume II","Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI:326 p.",1985,"Geiger,D.L., C.E. Northcott, D.J. Call, and L.T. Brooke (1985). Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Volume II. Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI, 326 p. ECOREF#:12447",0.5118833609788743
591786,2-Hexanone,,Measured,Not reported,>,99.0,,,Pimephales promelas,Fathead Minnow,,,31.0,,,,,Day(s),Flow-through,Fresh water,Lab,,Active ingredient,,428.0,,,,,AI mg/L,,,,,,,Mortality,Mortality,LC50,4,Day(s),,DTXSID0022068,,,Acute,,--,,,SOURCE/FROM US EPA ENVIRONMENTAL RESEARCH LABORATORY-DULUTH AND THE UNIVERSITY OF WISCONSIN-SUPERIOR CAMPUS//MEDIA/LAKE SUPERIOR WATER OR DECHLORINATED WATER//   ,"Geiger,D.L., S.H. Poirier, L.T. Brooke, and D.J. Call",12858,Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas) Volume III,"Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI:328 p.",1986,"Geiger,D.L., S.H. Poirier, L.T. Brooke, and D.J. Call (1986). Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas) Volume III. Center for Lake Superior Environmental Studies, University of Wisconsin, Superior, WI, 328 p. ECOREF#:12858",2.6314437690131722
